AudioTime[s],MeasId,WavId,Sensor X Id,Sensor X Status,X[mm],Y[mm],Z[mm],Q0,Qx,Qy,Qz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0332,0,733,0,55,-61.477562,18.61006,-184.40868,0.247169,-0.147327,0.025909,0.957356,2,55,-90.474426,10.356644,-23.208282,0.462036,0.797902,0.387136,0,3,55,-88.006119,-10.928427,-23.591675,0.851725,-0.185422,0.490086,0,4,55,-62.94725,-39.022747,-21.136261,0.726157,0.537463,0.428753,0,5,55,-88.65995,-48.258038,-29.384247,0.618798,0.774348,0.132192,0,6,55,-133.62715,-57.461792,-19.797028,0.736666,0.557453,-0.382844,0,7,55,-122.76888,-49.27137,-58.125046,0.241729,0.850571,-0.467008,0
0.0433,1,954,0,55,-61.504295,18.440006,-184.47078,0.245998,-0.147878,0.023412,0.957637,2,55,-90.127258,10.258768,-23.25029,0.46219,0.803728,0.374703,0,3,55,-87.917412,-10.840723,-23.413925,0.851733,-0.181093,0.491688,0,4,55,-63.09713,-38.858391,-21.143188,0.724428,0.540871,0.42739,0,5,55,-88.367592,-48.138222,-29.562851,0.616857,0.775735,0.133125,0,6,55,-133.69618,-57.350136,-20.099976,0.735186,0.559107,-0.383277,0,7,55,-122.82142,-48.916824,-58.268845,0.239103,0.848361,-0.472348,0
0.0532,2,1174,0,55,-61.450268,18.512333,-184.42549,0.246492,-0.147759,0.023285,0.957531,2,55,-89.45652,10.003185,-23.33194,0.464763,0.807741,0.362699,0,3,55,-87.78511,-11.066649,-23.519455,0.851179,-0.180475,0.492873,0,4,55,-62.981419,-38.790878,-21.207352,0.724404,0.541236,0.426969,0,5,55,-88.372147,-47.763161,-29.482529,0.61559,0.776645,0.133681,0,6,55,-133.46031,-57.480576,-20.171127,0.73524,0.560351,-0.381352,0,7,55,-122.6332,-49.111725,-58.202942,0.23927,0.851296,-0.466953,0
0.0632,3,1394,0,55,-61.401749,18.600271,-184.39716,0.247049,-0.147741,0.023007,0.957398,2,55,-89.318436,9.76564,-23.185135,0.465775,0.814126,0.346773,0,3,55,-87.678391,-11.367007,-23.436722,0.8511,-0.180288,0.493077,0,4,55,-62.877342,-39.011833,-21.491928,0.72457,0.542008,0.425706,0,5,55,-88.149513,-47.781982,-29.351135,0.615906,0.776387,0.133725,0,6,55,-133.28592,-57.483337,-20.10112,0.734968,0.561933,-0.379544,0,7,55,-122.61377,-49.091541,-58.235474,0.238688,0.851308,-0.467229,0
0.0732,4,1615,0,55,-61.351467,18.629562,-184.37474,0.247465,-0.147706,0.023359,0.957287,2,55,-88.908691,9.292149,-23.341965,0.468458,0.819533,0.330021,0,3,55,-87.67942,-11.846081,-23.163712,0.851234,-0.179981,0.492958,0,4,55,-62.781876,-38.78521,-21.717911,0.724391,0.542456,0.42544,0,5,55,-87.838562,-47.797829,-29.291824,0.617098,0.775365,0.134158,0,6,55,-133.0218,-57.708176,-20.119659,0.735329,0.562896,-0.377412,0,7,55,-122.40298,-49.23777,-58.203735,0.238752,0.853803,-0.462622,0
0.0832,5,1835,0,55,-61.29393,18.647738,-184.35706,0.247848,-0.147696,0.02387,0.957177,2,55,-88.304756,8.906134,-23.374939,0.470844,0.82335,0.316862,0,3,55,-87.718964,-12.369267,-22.948792,0.851931,-0.179926,0.491773,0,4,55,-63.076683,-38.754913,-21.398315,0.724449,0.543523,0.423976,0,5,55,-88.338593,-47.962296,-29.371597,0.617215,0.77541,0.133358,0,6,55,-132.64615,-57.849915,-20.108307,0.735555,0.564372,-0.374759,0,7,55,-122.14197,-49.367054,-58.181671,0.23872,0.856382,-0.457846,0
0.0932,6,2056,0,55,-61.26178,18.705406,-184.33525,0.248355,-0.14751,0.024214,0.957065,2,55,-87.602844,8.44788,-23.251877,0.47256,0.826411,0.306158,0,3,55,-87.559769,-12.901911,-22.982132,0.852378,-0.1833,0.489748,0,4,55,-63.300888,-38.683861,-21.039185,0.724634,0.543693,0.423442,0,5,55,-88.146149,-47.862175,-29.29274,0.617382,0.774997,0.134975,0,6,55,-132.49942,-57.737537,-19.826675,0.7356,0.566498,-0.371447,0,7,55,-121.79901,-49.540703,-58.09938,0.238751,0.860009,-0.45098,0
0.1032,7,2276,0,55,-61.204815,18.747284,-184.28412,0.248937,-0.147553,0.023727,0.95692,2,55,-87.078552,8.03672,-23.205841,0.472177,0.830739,0.294824,0,3,55,-87.206589,-13.313869,-22.646118,0.852653,-0.191648,0.486059,0,4,55,-63.24287,-38.615608,-21.316299,0.724482,0.543573,0.423858,0,5,55,-86.710831,-47.602974,-29.022659,0.619724,0.771442,0.14429,0,6,55,-131.95493,-57.867523,-19.734665,0.735242,0.569158,-0.368073,0,7,55,-121.33314,-49.691196,-58.116486,0.238233,0.863847,-0.443863,0
0.1132,8,2496,0,55,-61.158642,18.755171,-184.25859,0.2494,-0.147511,0.02353,0.956811,2,55,-86.402191,7.482348,-23.187653,0.471652,0.834875,0.283776,0,3,55,-86.85379,-13.776476,-22.446823,0.852756,-0.200187,0.482424,0,4,55,-63.234303,-38.602325,-21.456635,0.72452,0.543853,0.423433,0,5,55,-85.984764,-47.372269,-28.978165,0.62023,0.769276,0.153391,0,6,55,-131.1198,-57.954708,-19.700821,0.734988,0.572431,-0.363477,0,7,55,-120.73188,-48.89283,-57.805984,0.236135,0.857699,-0.45672,0
0.1232,9,2717,0,55,-61.119591,18.756401,-184.21666,0.24984,-0.147323,0.02361,0.956723,2,55,-85.649185,6.780273,-23.081726,0.470498,0.837641,0.27747,0,3,55,-86.279449,-14.099785,-22.460541,0.853951,-0.206696,0.477541,0,4,55,-63.347359,-38.409134,-21.442307,0.72412,0.544405,0.423407,0,5,55,-85.584343,-46.770981,-28.483002,0.619871,0.767745,0.162258,0,6,55,-130.54013,-57.881142,-19.113403,0.735186,0.574855,-0.359226,0,7,55,-120.41631,-48.463493,-57.65834,0.235163,0.854098,-0.463913,0
